0.5312500000,0.4687500000,0.9687500000,0.7812500000,0.2812500000,0.4687500000
0.0937500000,0.7812500000,0.7812500000,0.0937500000,0.2187500000,0.6562500000
0.1562500000,0.1562500000,0.3437500000,0.5937500000,0.1562500000,0.3437500000
0.4062500000,0.6562500000,0.5937500000,0.9687500000,0.0937500000,0.8437500000
0.2187500000,0.5937500000,0.8437500000,0.4062500000,0.8437500000,0.0312500000
0.9687500000,0.5312500000,0.4062500000,0.7187500000,0.4687500000,0.9687500000
0.2812500000,0.0312500000,0.0937500000,0.2187500000,0.4062500000,0.9062500000
0.5937500000,0.9062500000,0.2812500000,0.2812500000,0.3437500000,0.0937500000
0.7187500000,0.7187500000,0.1562500000,0.0312500000,0.7812500000,0.4062500000
0.9062500000,0.3437500000,0.5312500000,0.3437500000,0.0312500000,0.5312500000
0.6562500000,0.0937500000,0.7187500000,0.9062500000,0.6562500000,0.7187500000
0.0312500000,0.4062500000,0.0312500000,0.8437500000,0.7187500000,0.1562500000
0.3437500000,0.9687500000,0.4687500000,0.5312500000,0.5937500000,0.5937500000
0.7812500000,0.2187500000,0.9062500000,0.1562500000,0.5312500000,0.2187500000
0.8437500000,0.8437500000,0.6562500000,0.6562500000,0.9687500000,0.2812500000
0.4687500000,0.2812500000,0.2187500000,0.4687500000,0.9062500000,0.7812500000
